id;ofdId;receiveDate;subtype;address 
3587017605913182000;ofd6;2021-02-20T06:35:09Z;receipt;692042,РОССИЯ,Приморский край, ,Лесозаводск г г.п., , ,Будника ул элем. улично-дорожн.сети,,д. 130 А, , , ,  
id;ofdId;receiveDate;subtype;address 
3587017605913182000;ofd6;2021-02-20T06:35:09Z;receipt;692042,РОССИЯ,Приморский край, ,Лесозаводск г г.п., , ,Будника ул элем. улично-дорожн.сети,,д. 130 А, , , ,  
